log,cleaned_log,label,stage,severity,root_cause
"2026-04-01T22:03:15.000Z ##[group]Run CI for pytorch/pytorch
2026-04-01T22:03:15.000Z Runner image: macos-latest
2026-04-01T22:03:15.000Z Language: rust
2026-04-01T22:03:15.000Z make build-ci -j4
2026-04-01T22:03:15.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T22:03:15.000Z ##[error]Build failed with exit code 2",2026-04-01t22:03:15.000z group run ci for pytorch/pytorch 2026-04-01t22:03:15.000z runner image: macos-latest 2026-04-01t22:03:15.000z language: rust 2026-04-01t22:03:15.000z make build-ci -j4 2026-04-01t22:03:15.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T17:04:09.000Z ##[group]Run CI for apache/spark
2026-04-01T17:04:09.000Z Runner image: ubuntu-latest
2026-04-01T17:04:09.000Z Language: java
2026-04-01T17:04:09.000Z make build-ci -j4
2026-04-01T17:04:09.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T17:04:09.000Z ##[error]Build failed with exit code 2",2026-04-01t17:04:09.000z group run ci for apache/spark 2026-04-01t17:04:09.000z runner image: ubuntu-latest 2026-04-01t17:04:09.000z language: java 2026-04-01t17:04:09.000z make build-ci -j4 2026-04-01t17:04:09.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T03:12:15.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-02T03:12:15.000Z Runner image: ubuntu-latest
2026-04-02T03:12:15.000Z Language: java
2026-04-02T03:12:15.000Z make build-ci -j4
2026-04-02T03:12:15.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T03:12:15.000Z ##[error]Build failed with exit code 2",2026-04-02t03:12:15.000z group run ci for tensorflow/tensorflow 2026-04-02t03:12:15.000z runner image: ubuntu-latest 2026-04-02t03:12:15.000z language: java 2026-04-02t03:12:15.000z make build-ci -j4 2026-04-02t03:12:15.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T22:12:12.000Z ##[group]Run CI for nodejs/node
2026-04-01T22:12:12.000Z Runner image: windows-latest
2026-04-01T22:12:12.000Z Language: rust
2026-04-01T22:12:12.000Z make build-ci -j4
2026-04-01T22:12:12.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T22:12:12.000Z ##[error]Build failed with exit code 2",2026-04-01t22:12:12.000z group run ci for nodejs/node 2026-04-01t22:12:12.000z runner image: windows-latest 2026-04-01t22:12:12.000z language: rust 2026-04-01t22:12:12.000z make build-ci -j4 2026-04-01t22:12:12.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T03:20:56.000Z ##[group]Run CI for nodejs/node
2026-04-02T03:20:56.000Z Runner image: windows-latest
2026-04-02T03:20:56.000Z Language: rust
2026-04-02T03:20:56.000Z make build-ci -j4
2026-04-02T03:20:56.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T03:20:56.000Z ##[error]Build failed with exit code 2",2026-04-02t03:20:56.000z group run ci for nodejs/node 2026-04-02t03:20:56.000z runner image: windows-latest 2026-04-02t03:20:56.000z language: rust 2026-04-02t03:20:56.000z make build-ci -j4 2026-04-02t03:20:56.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T03:24:32.000Z ##[group]Run CI for microsoft/vscode
2026-04-02T03:24:32.000Z Runner image: windows-latest
2026-04-02T03:24:32.000Z Language: python
2026-04-02T03:24:32.000Z make build-ci -j4
2026-04-02T03:24:32.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T03:24:32.000Z ##[error]Build failed with exit code 2",2026-04-02t03:24:32.000z group run ci for microsoft/vscode 2026-04-02t03:24:32.000z runner image: windows-latest 2026-04-02t03:24:32.000z language: python 2026-04-02t03:24:32.000z make build-ci -j4 2026-04-02t03:24:32.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T22:21:03.000Z ##[group]Run CI for apache/spark
2026-04-01T22:21:03.000Z Runner image: ubuntu-latest
2026-04-01T22:21:03.000Z Language: node
2026-04-01T22:21:03.000Z make build-ci -j4
2026-04-01T22:21:03.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T22:21:03.000Z ##[error]Build failed with exit code 2",2026-04-01t22:21:03.000z group run ci for apache/spark 2026-04-01t22:21:03.000z runner image: ubuntu-latest 2026-04-01t22:21:03.000z language: node 2026-04-01t22:21:03.000z make build-ci -j4 2026-04-01t22:21:03.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T03:32:18.000Z ##[group]Run CI for facebook/react
2026-04-02T03:32:18.000Z Runner image: windows-latest
2026-04-02T03:32:18.000Z Language: go
2026-04-02T03:32:18.000Z make build-ci -j4
2026-04-02T03:32:18.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T03:32:18.000Z ##[error]Build failed with exit code 2",2026-04-02t03:32:18.000z group run ci for facebook/react 2026-04-02t03:32:18.000z runner image: windows-latest 2026-04-02t03:32:18.000z language: go 2026-04-02t03:32:18.000z make build-ci -j4 2026-04-02t03:32:18.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T17:18:56.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T17:18:56.000Z Runner image: ubuntu-latest
2026-04-01T17:18:56.000Z Language: python
2026-04-01T17:18:56.000Z make build-ci -j4
2026-04-01T17:18:56.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T17:18:56.000Z ##[error]Build failed with exit code 2",2026-04-01t17:18:56.000z group run ci for spring-projects/spring-boot 2026-04-01t17:18:56.000z runner image: ubuntu-latest 2026-04-01t17:18:56.000z language: python 2026-04-01t17:18:56.000z make build-ci -j4 2026-04-01t17:18:56.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T03:40:23.000Z ##[group]Run CI for microsoft/vscode
2026-04-02T03:40:23.000Z Runner image: macos-latest
2026-04-02T03:40:23.000Z Language: java
2026-04-02T03:40:23.000Z make build-ci -j4
2026-04-02T03:40:23.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T03:40:23.000Z ##[error]Build failed with exit code 2",2026-04-02t03:40:23.000z group run ci for microsoft/vscode 2026-04-02t03:40:23.000z runner image: macos-latest 2026-04-02t03:40:23.000z language: java 2026-04-02t03:40:23.000z make build-ci -j4 2026-04-02t03:40:23.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T17:22:23.000Z ##[group]Run CI for facebook/react
2026-04-01T17:22:23.000Z Runner image: windows-latest
2026-04-01T17:22:23.000Z Language: python
2026-04-01T17:22:23.000Z make build-ci -j4
2026-04-01T17:22:23.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T17:22:23.000Z ##[error]Build failed with exit code 2",2026-04-01t17:22:23.000z group run ci for facebook/react 2026-04-01t17:22:23.000z runner image: windows-latest 2026-04-01t17:22:23.000z language: python 2026-04-01t17:22:23.000z make build-ci -j4 2026-04-01t17:22:23.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T03:48:48.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-02T03:48:48.000Z Runner image: windows-latest
2026-04-02T03:48:48.000Z Language: python
2026-04-02T03:48:48.000Z make build-ci -j4
2026-04-02T03:48:48.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T03:48:48.000Z ##[error]Build failed with exit code 2",2026-04-02t03:48:48.000z group run ci for spring-projects/spring-boot 2026-04-02t03:48:48.000z runner image: windows-latest 2026-04-02t03:48:48.000z language: python 2026-04-02t03:48:48.000z make build-ci -j4 2026-04-02t03:48:48.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T12:13:08.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T12:13:08.000Z Runner image: windows-latest
2026-04-01T12:13:08.000Z Language: rust
2026-04-01T12:13:08.000Z make build-ci -j4
2026-04-01T12:13:08.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T12:13:08.000Z ##[error]Build failed with exit code 2",2026-04-01t12:13:08.000z group run ci for spring-projects/spring-boot 2026-04-01t12:13:08.000z runner image: windows-latest 2026-04-01t12:13:08.000z language: rust 2026-04-01t12:13:08.000z make build-ci -j4 2026-04-01t12:13:08.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T22:42:35.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-01T22:42:35.000Z Runner image: windows-latest
2026-04-01T22:42:35.000Z Language: java
2026-04-01T22:42:35.000Z make build-ci -j4
2026-04-01T22:42:35.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T22:42:35.000Z ##[error]Build failed with exit code 2",2026-04-01t22:42:35.000z group run ci for tensorflow/tensorflow 2026-04-01t22:42:35.000z runner image: windows-latest 2026-04-01t22:42:35.000z language: java 2026-04-01t22:42:35.000z make build-ci -j4 2026-04-01t22:42:35.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T04:00:32.000Z ##[group]Run CI for pytorch/pytorch
2026-04-02T04:00:32.000Z Runner image: ubuntu-latest
2026-04-02T04:00:32.000Z Language: node
2026-04-02T04:00:32.000Z make build-ci -j4
2026-04-02T04:00:32.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T04:00:32.000Z ##[error]Build failed with exit code 2",2026-04-02t04:00:32.000z group run ci for pytorch/pytorch 2026-04-02t04:00:32.000z runner image: ubuntu-latest 2026-04-02t04:00:32.000z language: node 2026-04-02t04:00:32.000z make build-ci -j4 2026-04-02t04:00:32.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T22:48:51.000Z ##[group]Run CI for facebook/react
2026-04-01T22:48:51.000Z Runner image: ubuntu-latest
2026-04-01T22:48:51.000Z Language: python
2026-04-01T22:48:51.000Z make build-ci -j4
2026-04-01T22:48:51.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T22:48:51.000Z ##[error]Build failed with exit code 2",2026-04-01t22:48:51.000z group run ci for facebook/react 2026-04-01t22:48:51.000z runner image: ubuntu-latest 2026-04-01t22:48:51.000z language: python 2026-04-01t22:48:51.000z make build-ci -j4 2026-04-01t22:48:51.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T17:34:20.000Z ##[group]Run CI for apache/spark
2026-04-01T17:34:20.000Z Runner image: macos-latest
2026-04-01T17:34:20.000Z Language: go
2026-04-01T17:34:20.000Z make build-ci -j4
2026-04-01T17:34:20.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T17:34:20.000Z ##[error]Build failed with exit code 2",2026-04-01t17:34:20.000z group run ci for apache/spark 2026-04-01t17:34:20.000z runner image: macos-latest 2026-04-01t17:34:20.000z language: go 2026-04-01t17:34:20.000z make build-ci -j4 2026-04-01t17:34:20.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T22:54:37.000Z ##[group]Run CI for angular/angular
2026-04-01T22:54:37.000Z Runner image: windows-latest
2026-04-01T22:54:37.000Z Language: node
2026-04-01T22:54:37.000Z make build-ci -j4
2026-04-01T22:54:37.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T22:54:37.000Z ##[error]Build failed with exit code 2",2026-04-01t22:54:37.000z group run ci for angular/angular 2026-04-01t22:54:37.000z runner image: windows-latest 2026-04-01t22:54:37.000z language: node 2026-04-01t22:54:37.000z make build-ci -j4 2026-04-01t22:54:37.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T04:16:45.000Z ##[group]Run CI for pytorch/pytorch
2026-04-02T04:16:45.000Z Runner image: macos-latest
2026-04-02T04:16:45.000Z Language: rust
2026-04-02T04:16:45.000Z make build-ci -j4
2026-04-02T04:16:45.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T04:16:45.000Z ##[error]Build failed with exit code 2",2026-04-02t04:16:45.000z group run ci for pytorch/pytorch 2026-04-02t04:16:45.000z runner image: macos-latest 2026-04-02t04:16:45.000z language: rust 2026-04-02t04:16:45.000z make build-ci -j4 2026-04-02t04:16:45.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T12:20:23.000Z ##[group]Run CI for angular/angular
2026-04-01T12:20:23.000Z Runner image: windows-latest
2026-04-01T12:20:23.000Z Language: go
2026-04-01T12:20:23.000Z make build-ci -j4
2026-04-01T12:20:23.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T12:20:23.000Z ##[error]Build failed with exit code 2",2026-04-01t12:20:23.000z group run ci for angular/angular 2026-04-01t12:20:23.000z runner image: windows-latest 2026-04-01t12:20:23.000z language: go 2026-04-01t12:20:23.000z make build-ci -j4 2026-04-01t12:20:23.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T23:03:50.000Z ##[group]Run CI for pytorch/pytorch
2026-04-01T23:03:50.000Z Runner image: macos-latest
2026-04-01T23:03:50.000Z Language: python
2026-04-01T23:03:50.000Z make build-ci -j4
2026-04-01T23:03:50.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T23:03:50.000Z ##[error]Build failed with exit code 2",2026-04-01t23:03:50.000z group run ci for pytorch/pytorch 2026-04-01t23:03:50.000z runner image: macos-latest 2026-04-01t23:03:50.000z language: python 2026-04-01t23:03:50.000z make build-ci -j4 2026-04-01t23:03:50.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T17:44:46.000Z ##[group]Run CI for facebook/react
2026-04-01T17:44:46.000Z Runner image: macos-latest
2026-04-01T17:44:46.000Z Language: go
2026-04-01T17:44:46.000Z make build-ci -j4
2026-04-01T17:44:46.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T17:44:46.000Z ##[error]Build failed with exit code 2",2026-04-01t17:44:46.000z group run ci for facebook/react 2026-04-01t17:44:46.000z runner image: macos-latest 2026-04-01t17:44:46.000z language: go 2026-04-01t17:44:46.000z make build-ci -j4 2026-04-01t17:44:46.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T04:32:09.000Z ##[group]Run CI for facebook/react
2026-04-02T04:32:09.000Z Runner image: macos-latest
2026-04-02T04:32:09.000Z Language: go
2026-04-02T04:32:09.000Z make build-ci -j4
2026-04-02T04:32:09.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T04:32:09.000Z ##[error]Build failed with exit code 2",2026-04-02t04:32:09.000z group run ci for facebook/react 2026-04-02t04:32:09.000z runner image: macos-latest 2026-04-02t04:32:09.000z language: go 2026-04-02t04:32:09.000z make build-ci -j4 2026-04-02t04:32:09.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T12:24:12.000Z ##[group]Run CI for vercel/next.js
2026-04-01T12:24:12.000Z Runner image: ubuntu-latest
2026-04-01T12:24:12.000Z Language: rust
2026-04-01T12:24:12.000Z make build-ci -j4
2026-04-01T12:24:12.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T12:24:12.000Z ##[error]Build failed with exit code 2",2026-04-01t12:24:12.000z group run ci for vercel/next.js 2026-04-01t12:24:12.000z runner image: ubuntu-latest 2026-04-01t12:24:12.000z language: rust 2026-04-01t12:24:12.000z make build-ci -j4 2026-04-01t12:24:12.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T17:50:26.000Z ##[group]Run CI for facebook/react
2026-04-01T17:50:26.000Z Runner image: windows-latest
2026-04-01T17:50:26.000Z Language: java
2026-04-01T17:50:26.000Z make build-ci -j4
2026-04-01T17:50:26.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T17:50:26.000Z ##[error]Build failed with exit code 2",2026-04-01t17:50:26.000z group run ci for facebook/react 2026-04-01t17:50:26.000z runner image: windows-latest 2026-04-01t17:50:26.000z language: java 2026-04-01t17:50:26.000z make build-ci -j4 2026-04-01t17:50:26.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T04:44:55.000Z ##[group]Run CI for vercel/next.js
2026-04-02T04:44:55.000Z Runner image: windows-latest
2026-04-02T04:44:55.000Z Language: rust
2026-04-02T04:44:55.000Z make build-ci -j4
2026-04-02T04:44:55.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T04:44:55.000Z ##[error]Build failed with exit code 2",2026-04-02t04:44:55.000z group run ci for vercel/next.js 2026-04-02t04:44:55.000z runner image: windows-latest 2026-04-02t04:44:55.000z language: rust 2026-04-02t04:44:55.000z make build-ci -j4 2026-04-02t04:44:55.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T17:54:35.000Z ##[group]Run CI for facebook/react
2026-04-01T17:54:35.000Z Runner image: macos-latest
2026-04-01T17:54:35.000Z Language: node
2026-04-01T17:54:35.000Z make build-ci -j4
2026-04-01T17:54:35.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T17:54:35.000Z ##[error]Build failed with exit code 2",2026-04-01t17:54:35.000z group run ci for facebook/react 2026-04-01t17:54:35.000z runner image: macos-latest 2026-04-01t17:54:35.000z language: node 2026-04-01t17:54:35.000z make build-ci -j4 2026-04-01t17:54:35.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T04:52:20.000Z ##[group]Run CI for pytorch/pytorch
2026-04-02T04:52:20.000Z Runner image: macos-latest
2026-04-02T04:52:20.000Z Language: go
2026-04-02T04:52:20.000Z make build-ci -j4
2026-04-02T04:52:20.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T04:52:20.000Z ##[error]Build failed with exit code 2",2026-04-02t04:52:20.000z group run ci for pytorch/pytorch 2026-04-02t04:52:20.000z runner image: macos-latest 2026-04-02t04:52:20.000z language: go 2026-04-02t04:52:20.000z make build-ci -j4 2026-04-02t04:52:20.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T23:27:43.000Z ##[group]Run CI for nodejs/node
2026-04-01T23:27:43.000Z Runner image: windows-latest
2026-04-01T23:27:43.000Z Language: rust
2026-04-01T23:27:43.000Z make build-ci -j4
2026-04-01T23:27:43.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T23:27:43.000Z ##[error]Build failed with exit code 2",2026-04-01t23:27:43.000z group run ci for nodejs/node 2026-04-01t23:27:43.000z runner image: windows-latest 2026-04-01t23:27:43.000z language: rust 2026-04-01t23:27:43.000z make build-ci -j4 2026-04-01t23:27:43.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T18:00:17.000Z ##[group]Run CI for microsoft/vscode
2026-04-01T18:00:17.000Z Runner image: macos-latest
2026-04-01T18:00:17.000Z Language: go
2026-04-01T18:00:17.000Z make build-ci -j4
2026-04-01T18:00:17.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T18:00:17.000Z ##[error]Build failed with exit code 2",2026-04-01t18:00:17.000z group run ci for microsoft/vscode 2026-04-01t18:00:17.000z runner image: macos-latest 2026-04-01t18:00:17.000z language: go 2026-04-01t18:00:17.000z make build-ci -j4 2026-04-01t18:00:17.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T23:33:45.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T23:33:45.000Z Runner image: windows-latest
2026-04-01T23:33:45.000Z Language: node
2026-04-01T23:33:45.000Z make build-ci -j4
2026-04-01T23:33:45.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T23:33:45.000Z ##[error]Build failed with exit code 2",2026-04-01t23:33:45.000z group run ci for spring-projects/spring-boot 2026-04-01t23:33:45.000z runner image: windows-latest 2026-04-01t23:33:45.000z language: node 2026-04-01t23:33:45.000z make build-ci -j4 2026-04-01t23:33:45.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T05:08:22.000Z ##[group]Run CI for vercel/next.js
2026-04-02T05:08:22.000Z Runner image: macos-latest
2026-04-02T05:08:22.000Z Language: go
2026-04-02T05:08:22.000Z make build-ci -j4
2026-04-02T05:08:22.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T05:08:22.000Z ##[error]Build failed with exit code 2",2026-04-02t05:08:22.000z group run ci for vercel/next.js 2026-04-02t05:08:22.000z runner image: macos-latest 2026-04-02t05:08:22.000z language: go 2026-04-02t05:08:22.000z make build-ci -j4 2026-04-02t05:08:22.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T12:33:36.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T12:33:36.000Z Runner image: macos-latest
2026-04-01T12:33:36.000Z Language: java
2026-04-01T12:33:36.000Z make build-ci -j4
2026-04-01T12:33:36.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T12:33:36.000Z ##[error]Build failed with exit code 2",2026-04-01t12:33:36.000z group run ci for spring-projects/spring-boot 2026-04-01t12:33:36.000z runner image: macos-latest 2026-04-01t12:33:36.000z language: java 2026-04-01t12:33:36.000z make build-ci -j4 2026-04-01t12:33:36.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T23:42:49.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T23:42:49.000Z Runner image: windows-latest
2026-04-01T23:42:49.000Z Language: go
2026-04-01T23:42:49.000Z make build-ci -j4
2026-04-01T23:42:49.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T23:42:49.000Z ##[error]Build failed with exit code 2",2026-04-01t23:42:49.000z group run ci for spring-projects/spring-boot 2026-04-01t23:42:49.000z runner image: windows-latest 2026-04-01t23:42:49.000z language: go 2026-04-01t23:42:49.000z make build-ci -j4 2026-04-01t23:42:49.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T12:35:22.000Z ##[group]Run CI for nodejs/node
2026-04-01T12:35:22.000Z Runner image: windows-latest
2026-04-01T12:35:22.000Z Language: python
2026-04-01T12:35:22.000Z make build-ci -j4
2026-04-01T12:35:22.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T12:35:22.000Z ##[error]Build failed with exit code 2",2026-04-01t12:35:22.000z group run ci for nodejs/node 2026-04-01t12:35:22.000z runner image: windows-latest 2026-04-01t12:35:22.000z language: python 2026-04-01t12:35:22.000z make build-ci -j4 2026-04-01t12:35:22.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T05:24:13.000Z ##[group]Run CI for apache/spark
2026-04-02T05:24:13.000Z Runner image: macos-latest
2026-04-02T05:24:13.000Z Language: java
2026-04-02T05:24:13.000Z make build-ci -j4
2026-04-02T05:24:13.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T05:24:13.000Z ##[error]Build failed with exit code 2",2026-04-02t05:24:13.000z group run ci for apache/spark 2026-04-02t05:24:13.000z runner image: macos-latest 2026-04-02t05:24:13.000z language: java 2026-04-02t05:24:13.000z make build-ci -j4 2026-04-02t05:24:13.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T23:51:08.000Z ##[group]Run CI for vercel/next.js
2026-04-01T23:51:08.000Z Runner image: macos-latest
2026-04-01T23:51:08.000Z Language: java
2026-04-01T23:51:08.000Z make build-ci -j4
2026-04-01T23:51:08.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T23:51:08.000Z ##[error]Build failed with exit code 2",2026-04-01t23:51:08.000z group run ci for vercel/next.js 2026-04-01t23:51:08.000z runner image: macos-latest 2026-04-01t23:51:08.000z language: java 2026-04-01t23:51:08.000z make build-ci -j4 2026-04-01t23:51:08.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T18:16:03.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-01T18:16:03.000Z Runner image: macos-latest
2026-04-01T18:16:03.000Z Language: rust
2026-04-01T18:16:03.000Z make build-ci -j4
2026-04-01T18:16:03.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T18:16:03.000Z ##[error]Build failed with exit code 2",2026-04-01t18:16:03.000z group run ci for tensorflow/tensorflow 2026-04-01t18:16:03.000z runner image: macos-latest 2026-04-01t18:16:03.000z language: rust 2026-04-01t18:16:03.000z make build-ci -j4 2026-04-01t18:16:03.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T12:39:26.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T12:39:26.000Z Runner image: ubuntu-latest
2026-04-01T12:39:26.000Z Language: node
2026-04-01T12:39:26.000Z make build-ci -j4
2026-04-01T12:39:26.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T12:39:26.000Z ##[error]Build failed with exit code 2",2026-04-01t12:39:26.000z group run ci for spring-projects/spring-boot 2026-04-01t12:39:26.000z runner image: ubuntu-latest 2026-04-01t12:39:26.000z language: node 2026-04-01t12:39:26.000z make build-ci -j4 2026-04-01t12:39:26.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T18:20:00.000Z ##[group]Run CI for pytorch/pytorch
2026-04-01T18:20:00.000Z Runner image: macos-latest
2026-04-01T18:20:00.000Z Language: go
2026-04-01T18:20:00.000Z make build-ci -j4
2026-04-01T18:20:00.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T18:20:00.000Z ##[error]Build failed with exit code 2",2026-04-01t18:20:00.000z group run ci for pytorch/pytorch 2026-04-01t18:20:00.000z runner image: macos-latest 2026-04-01t18:20:00.000z language: go 2026-04-01t18:20:00.000z make build-ci -j4 2026-04-01t18:20:00.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-02T05:44:30.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-02T05:44:30.000Z Runner image: ubuntu-latest
2026-04-02T05:44:30.000Z Language: go
2026-04-02T05:44:30.000Z make build-ci -j4
2026-04-02T05:44:30.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T05:44:30.000Z ##[error]Build failed with exit code 2",2026-04-02t05:44:30.000z group run ci for spring-projects/spring-boot 2026-04-02t05:44:30.000z runner image: ubuntu-latest 2026-04-02t05:44:30.000z language: go 2026-04-02t05:44:30.000z make build-ci -j4 2026-04-02t05:44:30.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
"2026-04-01T12:42:58.000Z ##[group]Run CI for vercel/next.js
2026-04-01T12:42:58.000Z Runner image: windows-latest
2026-04-01T12:42:58.000Z Language: java
2026-04-01T12:42:58.000Z make build-ci -j4
2026-04-01T12:42:58.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T12:42:58.000Z ##[error]Build failed with exit code 2",2026-04-01t12:42:58.000z group run ci for vercel/next.js 2026-04-01t12:42:58.000z runner image: windows-latest 2026-04-01t12:42:58.000z language: java 2026-04-01t12:42:58.000z make build-ci -j4 2026-04-01t12:42:58.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed
